Timestamp;From;To
2014-04-07 10:23:11;Yorik@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 10:24:21;Zach@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-07 10:27:54;Peter@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-07 10:31:55;Helen@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-07 10:35:43;Ellen@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 10:39:26;Britt@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-07 10:42:48;Quincy@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 10:44:11;Peter@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 10:47:50;Koosje@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-07 10:48:23;Otto@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-07 10:53:01;Dolores@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-07 10:55:35;Anouk@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 10:57:04;Zach@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-07 10:58:50;Leontien@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-07 11:00:48;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 11:03:31;Manon@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-07 11:05:41;Helen@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-07 11:08:52;Ellen@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 11:08:56;Leontien@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-07 11:10:54;Claudia@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 11:12:02;Britt@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-07 11:12:27;Quincy@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 11:17:18;Ursul@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-07 11:18:28;Iris@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 11:20:52;Nico@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-07 11:24:19;Britt@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-07 11:29:17;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 11:29:47;Helen@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 11:31:30;Claudia@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-07 11:34:58;Claudia@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-07 11:39:53;Claudia@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-07 11:44:14;Xander@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-07 11:47:26;Manon@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-07 11:50:35;Britt@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 11:52:15;Quincy@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-07 11:56:26;Victor@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 11:56:31;Leontien@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-07 11:58:28;Ellen@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 12:03:18;Britt@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-07 12:04:53;Claudia@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-07 12:07:34;Koosje@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-07 12:09:57;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 12:10:31;Grace@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-07 12:13:24;Nico@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 12:14:50;Koosje@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 12:18:05;Britt@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 12:22:13;Jantien@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-07 12:26:46;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 12:29:30;Leontien@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-07 12:31:52;Ton@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-07 12:35:00;Dolores@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-07 12:37:12;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 12:39:00;Claudia@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-07 12:41:42;Fiona@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-07 12:44:55;Ton@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-07 12:46:56;Ellen@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-07 12:47:10;Victor@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-07 12:49:25;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 12:51:45;Manon@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-07 12:52:19;Britt@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-07 12:56:01;Dolores@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-07 12:59:43;Leontien@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-07 13:00:13;Ellen@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 13:04:25;Fiona@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-07 13:04:59;Peter@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 13:09:04;Xander@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-07 13:13:31;Claudia@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 13:16:19;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 13:21:08;Peter@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-07 13:22:44;Helen@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-07 13:27:23;Manon@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-07 13:30:46;Ursul@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-07 13:33:09;Dolores@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 13:35:25;Iris@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-07 13:37:32;Helen@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-07 13:37:48;Dolores@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 13:41:39;Jantien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 13:46:28;Victor@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 13:47:59;Steve@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-07 13:49:22;Leontien@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 13:51:25;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 13:52:01;Steve@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-07 13:54:22;Otto@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-07 13:58:39;Peter@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-07 14:02:48;Xander@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-07 14:05:37;Fiona@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-07 14:09:58;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 14:11:55;Iris@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-07 14:14:50;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 14:15:15;Quincy@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-07 14:19:43;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 14:24:29;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 14:26:45;Ursul@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 14:29:41;Dolores@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-07 14:33:12;Grace@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-07 14:33:35;Ton@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-07 14:38:17;Leontien@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 14:41:28;Iris@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 14:45:15;Grace@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 14:49:15;Zach@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-07 14:52:36;Ton@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-07 14:56:12;Grace@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-07 14:58:16;Leontien@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-07 15:02:52;Otto@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-07 15:03:16;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 15:03:43;Ton@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 15:07:16;Claudia@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 15:10:51;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 15:13:34;Peter@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 15:13:43;Dolores@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-07 15:18:43;Leontien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 15:19:31;Quincy@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 15:20:41;Leontien@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-07 15:24:06;Ronald@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-07 15:26:16;Peter@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 15:30:22;Koosje@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 15:34:47;Dolores@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-07 15:39:01;Quincy@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-07 15:43:41;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 15:44:27;Iris@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-07 15:47:29;Ton@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 15:47:29;Iris@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-07 15:51:23;Jantien@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-07 15:52:19;Grace@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-07 15:56:20;Anouk@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-07 15:57:55;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 16:00:48;Manon@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-07 16:01:50;Fiona@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 16:05:23;Manon@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-07 16:05:43;Jantien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 16:08:07;Otto@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 16:10:39;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 16:11:52;Britt@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 16:12:03;Anouk@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 16:12:09;Peter@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-07 16:16:38;Dolores@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-07 16:20:44;Ursul@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-07 16:24:07;Yorik@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-07 16:26:55;Helen@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-07 16:30:40;Zach@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-07 16:34:39;Willem@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 16:35:41;Fiona@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-07 16:36:53;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 16:38:59;Jantien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 16:39:08;Leontien@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-07 16:43:37;Anouk@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-07 16:44:40;Ronald@DutchFlowers.nl;Yorik@DutchFlowers.nl
2014-04-07 16:46:40;Koosje@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-07 16:46:45;Fiona@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-07 16:50:56;Yorik@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-07 16:53:55;Leontien@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-07 16:57:59;Ton@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-07 17:02:44;Manon@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-07 17:06:57;Leontien@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-07 17:08:53;Jantien@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-07 17:09:57;Xander@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-07 17:11:51;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 17:13:04;Jantien@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 17:15:46;Britt@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-07 17:18:03;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-07 17:22:22;Ellen@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-07 17:23:32;Xander@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-07 17:27:16;Claudia@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-07 17:29:33;Jantien@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-07 17:31:23;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-07 17:33:14;Dolores@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-07 17:34:18;Zach@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-07 17:37:19;Koosje@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-07 17:39:41;Leontien@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-07 17:44:31;Anouk@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-07 17:49:29;Fiona@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 09:05:23;Fiona@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-08 09:08:27;Willem@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 09:09:48;Ellen@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 09:09:55;Ronald@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-08 09:09:55;Grace@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 09:13:22;Jantien@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-08 09:14:24;Nico@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-08 09:16:40;Britt@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 09:21:04;Nico@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-08 09:23:31;Helen@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-08 09:26:07;Helen@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-08 09:27:28;Yorik@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-08 09:28:28;Yorik@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-08 09:31:09;Willem@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 09:35:41;Peter@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-08 09:40:40;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 09:44:14;Willem@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-08 09:45:58;Leontien@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-08 09:50:53;Dolores@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 09:52:11;Anouk@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 09:56:03;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 09:56:47;Anouk@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 10:01:08;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 10:06:02;Iris@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-08 10:10:50;Otto@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 10:14:02;Leontien@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 10:14:09;Britt@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 10:17:09;Steve@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-08 10:21:04;Leontien@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 10:22:33;Anouk@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-08 10:27:25;Manon@DutchFlowers.nl;Ton@DutchFlowers.nl
2014-04-08 10:32:12;Ton@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-08 10:36:00;Britt@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-08 10:37:19;Fiona@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-08 10:42:12;Ronald@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 10:45:10;Manon@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 10:49:16;Ton@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 10:52:34;Quincy@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-08 10:56:26;Ellen@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-08 11:00:13;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 11:01:09;Iris@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 11:05:33;Iris@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 11:06:25;Xander@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-08 11:09:31;Xander@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 11:14:17;Koosje@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-08 11:15:05;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 11:16:12;Jantien@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-08 11:20:01;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 11:20:58;Dolores@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-08 11:22:29;Helen@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-08 11:24:15;Dolores@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 11:24:15;Fiona@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-08 11:25:49;Iris@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 11:30:27;Koosje@DutchFlowers.nl;Victor@DutchFlowers.nl
2014-04-08 11:30:51;Manon@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-08 11:31:24;Leontien@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-08 11:34:31;Claudia@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-08 11:37:52;Willem@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-08 11:41:33;Anouk@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-08 11:44:47;Leontien@DutchFlowers.nl;Otto@DutchFlowers.nl
2014-04-08 11:48:13;Quincy@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-08 11:52:18;Fiona@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-08 11:56:56;Jantien@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-08 12:01:16;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 12:02:28;Ursul@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-08 12:04:25;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 12:06:03;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 12:07:02;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 12:11:03;Anouk@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-08 12:13:54;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 12:16:43;Peter@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-08 12:20:08;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 12:22:34;Otto@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 12:23:11;Britt@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-08 12:24:41;Jantien@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 12:25:01;Steve@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-08 12:28:55;Steve@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-08 12:33:32;Willem@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-08 12:37:17;Manon@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-08 12:41:07;Zach@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-08 12:43:01;Koosje@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 12:44:38;Manon@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-08 12:49:04;Otto@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 12:49:52;Willem@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 12:51:37;Peter@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-08 12:56:32;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 12:59:30;Yorik@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 13:01:45;Iris@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 13:06:25;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 13:09:25;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 13:10:53;Manon@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 13:12:08;Anouk@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-08 13:14:24;Yorik@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 13:15:02;Britt@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 13:18:17;Zach@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-08 13:19:11;Ursul@DutchFlowers.nl;Steve@DutchFlowers.nl
2014-04-08 13:20:11;Helen@DutchFlowers.nl;Fiona@DutchFlowers.nl
2014-04-08 13:22:40;Ursul@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-08 13:24:09;Claudia@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 13:27:18;Ellen@DutchFlowers.nl;Willem@DutchFlowers.nl
2014-04-08 13:29:55;Ellen@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 13:31:54;Koosje@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-08 13:34:45;Grace@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-08 13:36:45;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 13:37:40;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 13:37:54;Xander@DutchFlowers.nl;Quincy@DutchFlowers.nl
2014-04-08 13:41:47;Leontien@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-08 13:42:18;Britt@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-08 13:46:23;Helen@DutchFlowers.nl;Iris@DutchFlowers.nl
2014-04-08 13:47:37;Ellen@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-08 13:48:06;Koosje@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 13:50:04;Claudia@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 13:53:35;Grace@DutchFlowers.nl;Ursul@DutchFlowers.nl
2014-04-08 13:55:04;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 13:58:01;Fiona@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 14:01:40;Koosje@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 14:04:36;Yorik@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-08 14:05:13;Helen@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-08 14:09:08;Koosje@DutchFlowers.nl;Zach@DutchFlowers.nl
2014-04-08 14:12:19;Ton@DutchFlowers.nl;Peter@DutchFlowers.nl
2014-04-08 14:12:32;Jantien@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 14:14:47;Leontien@DutchFlowers.nl;Dolores@DutchFlowers.nl
2014-04-08 14:16:45;Ursul@DutchFlowers.nl;Xander@DutchFlowers.nl
2014-04-08 14:16:55;Quincy@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-08 14:18:01;Anouk@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 14:20:54;Quincy@DutchFlowers.nl;Claudia@DutchFlowers.nl
2014-04-08 14:23:43;Peter@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-08 14:25:28;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 14:27:29;Grace@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 14:28:46;Britt@DutchFlowers.nl;Nico@DutchFlowers.nl
2014-04-08 14:29:30;Zach@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 14:30:13;Victor@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 14:33:33;Jantien@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-08 14:36:33;Britt@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 14:39:10;Manon@DutchFlowers.nl;Koosje@DutchFlowers.nl
2014-04-08 14:40:07;Ursul@DutchFlowers.nl;Grace@DutchFlowers.nl
2014-04-08 14:42:43;Koosje@DutchFlowers.nl;Manon@DutchFlowers.nl
2014-04-08 14:43:24;Leontien@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-08 14:47:39;Steve@DutchFlowers.nl;Helen@DutchFlowers.nl
2014-04-08 14:52:16;Jantien@DutchFlowers.nl;Ronald@DutchFlowers.nl
2014-04-08 14:56:38;Jantien@DutchFlowers.nl;Leontien@DutchFlowers.nl
2014-04-08 14:58:55;Dolores@DutchFlowers.nl;Jantien@DutchFlowers.nl
2014-04-08 15:02:58;Dolores@DutchFlowers.nl;Ellen@DutchFlowers.nl
2014-04-08 15:05:37;Dolores@DutchFlowers.nl;Anouk@DutchFlowers.nl
2014-04-08 15:07:50;Yorik@DutchFlowers.nl;Britt@DutchFlowers.nl
2014-04-08 15:12:24;Jantien@DutchFlowers.nl;Grace@DutchFlowers.nl
